"Function Name","Grid
Dimensions","Block
Dimensions","Duration
(μs)","Registers
per Thread","Static Shared
Memory per
Block (bytes)","Local Memory
per Thread
(bytes)","Occupancy [0]:
Allocated Warps
Per Block","Occupancy [0]:
Allocated Registers
Per Block","Occupancy [0]:
Allocated Shared Memory
Per Block","Instruction Stats [4]:
GPU Issued IPC","Instruction Stats [4]:
GPU Executed IPC","Instruction Stats [4]:
GPU SM Activity","Instruction Stats [4]:
GPU SM Average IPW","Instruction Stats [4]:
GPU Serialization","Achieved Occupancy [2]:
Achieved Occupancy","Achieved FLOPS [1]:
Double GFLOPS","Achieved FLOPS [1]:
Half GFLOPS","Achieved FLOPS [1]:
Single GFLOPS","Branch Stats [3]:
Branch Efficiency","Branch Stats [3]:
Control Flow Execution Efficiency"
"getVelocity","{20, 1, 1}","{1024, 1, 1}","14750.208","34","16384","0","32","40960","16384","3.10788439222005","3.10782782612727","0.999332623403429","1423930","1.82008355646219E-05","0.499830921882686","0","0","1933.70127390746","1","1"
"move","{20, 1, 1}","{1024, 1, 1}","5.184","11","0","0","32","16384","0","0.157000114850121","0.142924594515269","0.874587053571429","35","0.089652930179631","0.930500932972688","0","0","23.708277059618","1","1"
"getVelocity","{20, 1, 1}","{1024, 1, 1}","14680.448","34","16384","0","32","40960","16384","3.10779639968012","3.10773695706038","0.998722028134637","1423930","1.9126935003823E-05","0.499837394896804","0","0","1942.89002624443","1","1"
"move","{20, 1, 1}","{1024, 1, 1}","5.248","11","0","0","32","16384","0","0.167883211678832","0.15483300154833","0.797530319735391","35","0.077733860342556","0.928009747159011","0","0","23.4146341463415","1","1"
"getVelocity","{20, 1, 1}","{1024, 1, 1}","14824.96","34","16384","0","32","40960","16384","3.10792213214774","3.10786510157468","0.999317810797479","1423930","1.83500649740764E-05","0.499832518787619","0","0","1923.95108816153","1","1"
"move","{20, 1, 1}","{1024, 1, 1}","5.152","11","0","0","32","16384","0","0.140033558988602","0.129607128392062","0.817897875159718","35","0.0744566564746715","0.946709330267301","0","0","23.8509316770186","1","1"
"getVelocity","{20, 1, 1}","{1024, 1, 1}","14830.176","34","16384","0","32","40960","16384","3.1079552268647","3.10789910281943","0.999304902739139","1423930","1.80581897639489E-05","0.49983615995367","0","0","1923.27440505591","1","1"
"move","{20, 1, 1}","{1024, 1, 1}","5.184","11","0","0","32","16384","0","0.168495929311734","0.155603100947512","0.865276191621086","35","0.0765171503957784","0.929044784381027","0","0","23.708277059618","1","1"
"getVelocity","{20, 1, 1}","{1024, 1, 1}","14787.488","34","16384","0","32","40960","16384","3.10802294470806","3.10796607939251","0.999371238202771","1423930","1.82962985008028E-05","0.499832178499519","0","0","1928.82644630558","1","1"
"move","{20, 1, 1}","{1024, 1, 1}","5.184","11","0","0","32","16384","0","0.167975612635321","0.155545833940934","0.871197822141561","35","0.0739975196362133","0.925468130251338","0","0","23.7037037037037","1","1"
"getVelocity","{20, 1, 1}","{1024, 1, 1}","14665.664","34","16384","0","32","40960","16384","3.10790972835969","3.10785271165516","0.999247726900278","1423930","1.83456758744341E-05","0.499833421691833","0","0","1944.84859328565","1","1"
"move","{20, 1, 1}","{1024, 1, 1}","5.248","11","0","0","32","16384","0","0.167541650857163","0.154530716429237","0.796631127720378","35","0.0776579099069423","0.932660913562768","0","0","23.4190966266438","1","1"
"getVelocity","{20, 1, 1}","{1024, 1, 1}","14665.92","34","16384","0","32","40960","16384","3.1079415310375","3.10788486841727","0.999262450235267","1423930","1.82315592702094E-05","0.499835893343729","0","0","1944.81477771696","1","1"
"move","{20, 1, 1}","{1024, 1, 1}","5.28","11","0","0","32","16384","0","0.168125851190973","0.15564634925929","0.865868479634198","35","0.0742271449826418","0.924726466465849","0","0","23.2771358211783","1","1"
"getVelocity","{20, 1, 1}","{1024, 1, 1}","14772.608","34","16384","0","32","40960","16384","3.10786649731741","3.10781049764114","0.999389999387212","1423930","1.80186878427211E-05","0.499831598096675","0","0","1930.76916411781","1","1"
"move","{20, 1, 1}","{1024, 1, 1}","5.344","11","0","0","32","16384","0","0.16647492261758","0.153395239269181","0.865504978662873","35","0.0785684903331962","0.928679539358912","0","0","22.9940119760479","1","1"
"getVelocity","{20, 1, 1}","{1024, 1, 1}","14775.264","34","16384","0","32","40960","16384","3.10785322054569","3.1077974086681","0.99931079997973","1423930","1.79583376792635E-05","0.499837523645312","0","0","1930.42221989551","1","1"
"move","{20, 1, 1}","{1024, 1, 1}","5.152","11","0","0","32","16384","0","0.162675149890292","0.149390101571931","0.870951440520446","35","0.0816661200393572","0.936811722802912","0","0","23.8509316770186","1","1"
"getVelocity","{20, 1, 1}","{1024, 1, 1}","14878.08","34","16384","0","32","40960","16384","3.10807513174901","3.10801916241757","0.999159073747909","1423930","1.80077150862706E-05","0.499830169213086","0","0","1917.08177399234","1","1"
"move","{20, 1, 1}","{1024, 1, 1}","7.68","11","0","0","32","16384","0","0.157788492446159","0.144005143040823","0.871379754635595","35","0.0873533246414602","0.9377424301699","0","0","16","1","1"
"getVelocity","{20, 1, 1}","{1024, 1, 1}","14833.792","34","16384","0","32","40960","16384","3.10801065346572","3.10795439882649","0.999229572943387","1423930","1.80998862329703E-05","0.499832384991135","0","0","1922.80557276289","1","1"
"move","{20, 1, 1}","{1024, 1, 1}","5.184","11","0","0","32","16384","0","0.158326312472265","0.144061637800745","0.872896199404929","35","0.0900966772280445","0.938964562097988","0","0","23.7037037037037","1","1"
"getVelocity","{20, 1, 1}","{1024, 1, 1}","14828.8","34","16384","0","32","40960","16384","3.10800671686785","3.10795083743725","0.999244951713823","1423930","1.79791859183724E-05","0.499833291273305","0","0","1923.45274061286","1","1"
"move","{20, 1, 1}","{1024, 1, 1}","10.208","11","0","0","32","16384","0","0.167205727870846","0.154807320174711","0.865458460434236","35","0.0741506158551707","0.933452481777439","0","0","12.0376175548589","1","1"
"getVelocity","{20, 1, 1}","{1024, 1, 1}","14938.368","34","16384","0","32","40960","16384","3.10799487596097","3.10793798046605","0.999289950290045","1423930","1.83061739759192E-05","0.49982761017789","0","0","1909.34484945076","1","1"
"move","{20, 1, 1}","{1024, 1, 1}","5.248","11","0","0","32","16384","0","0.140749821346611","0.130141005455464","0.819662841087671","35","0.0753735655906877","0.94175734816415","0","0","23.4146341463415","1","1"
"getVelocity","{20, 1, 1}","{1024, 1, 1}","14736.608","34","16384","0","32","40960","16384","3.10819545589765","3.10813886026944","0.9993135375978","1423930","1.82085164911957E-05","0.499836617204869","0","0","1935.48583228922","1","1"
"move","{20, 1, 1}","{1024, 1, 1}","5.408","11","0","0","32","16384","0","0.16729676030686","0.154533914675203","0.862501487563965","35","0.0762886597938144","0.940659662690735","0","0","22.7218934911243","1","1"
"getVelocity","{20, 1, 1}","{1024, 1, 1}","14841.824","34","16384","0","32","40960","16384","3.10750092746854","3.10744098585329","0.998766910607941","1423930","1.92893314111771E-05","0.499835719186397","0","0","1921.76500150959","1","1"
"move","{20, 1, 1}","{1024, 1, 1}","5.152","11","0","0","32","16384","0","0.170336150973069","0.157263613131512","0.86645173064055","35","0.0767455279861512","0.934339807509837","0","0","23.8509316770186","1","1"
"getVelocity","{20, 1, 1}","{1024, 1, 1}","14663.904","34","16384","0","32","40960","16384","3.10774619123034","3.10768638469599","0.998859150989875","1423930","1.924434322253E-05","0.499833471258196","0","0","1945.08215173","1","1"
"move","{20, 1, 1}","{1024, 1, 1}","5.216","11","0","0","32","16384","0","0.162567087056693","0.14915633448308","0.87014311373776","35","0.082493651183747","0.940267762787338","0","0","23.5627996164909","1","1"
"getVelocity","{20, 1, 1}","{1024, 1, 1}","14783.008","34","16384","0","32","40960","16384","3.10780847276846","3.1077494732328","0.998840710983182","1423930","1.89842894673631E-05","0.499832794822251","0","0","1929.41097842949","1","1"
"move","{20, 1, 1}","{1024, 1, 1}","5.28","11","0","0","32","16384","0","0.138401682319033","0.128351315887486","0.881018728860619","35","0.0726173718638735","0.935887016344018","0","0","23.2771358211783","1","1"
"getVelocity","{20, 1, 1}","{1024, 1, 1}","14877.792","34","16384","0","32","40960","16384","3.10782194080239","3.10776513713678","0.999332756053995","1423930","1.82776448250508E-05","0.499833838693419","0","0","1917.11901316533","1","1"
"move","{20, 1, 1}","{1024, 1, 1}","5.216","11","0","0","32","16384","0","0.141688197316008","0.130641953563784","0.818039122137405","35","0.077961636618095","0.942361334725271","0","0","23.5627996164909","1","1"
"getVelocity","{20, 1, 1}","{1024, 1, 1}","14882.688","34","16384","0","32","40960","16384","3.10809150831252","3.10803493503962","0.999263340935631","1423930","1.82019328398539E-05","0.499831714431927","0","0","1916.48833305437","1","1"
"move","{20, 1, 1}","{1024, 1, 1}","9.952","11","0","0","32","16384","0","0.166049883751324","0.154081085171071","0.79181917211329","35","0.072079536039768","0.931229978041353","0","0","12.3485076876696","1","1"
"getVelocity","{20, 1, 1}","{1024, 1, 1}","14826.464","34","16384","0","32","40960","16384","3.10795545030035","3.10789885904228","0.999276170528756","1423930","1.82085164911957E-05","0.499837133220268","0","0","1923.75579234536","1","1"
"move","{20, 1, 1}","{1024, 1, 1}","5.216","11","0","0","32","16384","0","0.140336831601604","0.12995225414948","0.819292742050478","35","0.0739975196362133","0.935667155761237","0","0","23.5627996164909","1","1"
"getVelocity","{20, 1, 1}","{1024, 1, 1}","14816.096","34","16384","0","32","40960","16384","3.10698619716271","3.10692692686345","0.998777497329117","1423930","1.90764604340357E-05","0.4998363425123","0","0","1925.10199717928","1","1"
"move","{20, 1, 1}","{1024, 1, 1}","10.016","11","0","0","32","16384","0","0.166495930007199","0.15504734481422","0.867022745003901","35","0.06876195227405","0.937118479512312","0","0","12.2695956065901","1","1"
"getVelocity","{20, 1, 1}","{1024, 1, 1}","14840.736","34","16384","0","32","40960","16384","3.10743993397828","3.1073804845378","0.998889705191137","1423930","1.91313240966072E-05","0.499829354320544","0","0","1921.90575992997","1","1"
"move","{20, 1, 1}","{1024, 1, 1}","5.184","11","0","0","32","16384","0","0.168969998462893","0.156505456730433","0.861737612137997","35","0.0737677803506451","0.93480558881285","0","0","23.7037037037037","1","1"
"getVelocity","{20, 1, 1}","{1024, 1, 1}","14824.192","34","16384","0","32","40960","16384","3.107716659488","3.10765706153279","0.998852346975878","1423930","1.91774095685148E-05","0.499832146917739","0","0","1924.05063291139","1","1"
"move","{20, 1, 1}","{1024, 1, 1}","5.248","11","0","0","32","16384","0","0.169684962468957","0.156263080056924","0.78797273526825","35","0.0790988324288768","0.926152214631511","0","0","23.4146341463415","1","1"
"getVelocity","{20, 1, 1}","{1024, 1, 1}","14877.408","34","16384","0","32","40960","16384","3.1078115450793","3.1077522181139","0.998830608688899","1423930","1.90896277136019E-05","0.499835583411699","0","0","1917.16836696285","1","1"
"move","{20, 1, 1}","{1024, 1, 1}","5.248","11","0","0","32","16384","0","0.167758682917349","0.155473500097171","0.764653433818066","35","0.0732312784443525","0.927158424390312","0","0","23.4146341463415","1","1"
"getVelocity","{20, 1, 1}","{1024, 1, 1}","14773.952","34","16384","0","32","40960","16384","3.10739743623286","3.10733880251529","0.998809823265384","1423930","1.88690757351284E-05","0.499832477752758","0","0","1930.59365094686","1","1"
"move","{20, 1, 1}","{1024, 1, 1}","5.216","11","0","0","32","16384","0","0.169168546860484","0.156469380199638","0.861417654491847","35","0.0750681311421257","0.934213365942429","0","0","23.5627996164909","1","1"
"getVelocity","{20, 1, 1}","{1024, 1, 1}","14773.6","34","16384","0","32","40960","16384","3.10816023822264","3.10810505518631","0.999310306067914","1423930","1.77542443452348E-05","0.499832776580312","0","0","1930.63964982399","1","1"
"move","{20, 1, 1}","{1024, 1, 1}","5.28","11","0","0","32","16384","0","0.16454506736613","0.151430135949109","0.871827665468262","35","0.0797041906327034","0.932158437503693","0","0","23.2771358211783","1","1"
"getVelocity","{20, 1, 1}","{1024, 1, 1}","14831.296","34","16384","0","32","40960","16384","3.10773653187724","3.10767698469147","0.998882893020744","1423930","1.91609504718926E-05","0.499830575310838","0","0","1923.12903740846","1","1"
"move","{20, 1, 1}","{1024, 1, 1}","5.472","11","0","0","32","16384","0","0.169954561342188","0.156588605382733","0.862214453619432","35","0.0786442908851596","0.938491514233995","0","0","22.4561403508772","1","1"
"getVelocity","{20, 1, 1}","{1024, 1, 1}","14667.776","34","16384","0","32","40960","16384","3.10771585942973","3.10765690257245","0.998734319696794","1423930","1.89711221850229E-05","0.499836443950653","0","0","1944.5685562692","1","1"
"move","{20, 1, 1}","{1024, 1, 1}","5.184","11","0","0","32","16384","0","0.164030138189681","0.151366692570193","0.797332974137931","35","0.0772019444673313","0.928181665543832","0","0","23.7037037037037","1","1"
"getVelocity","{20, 1, 1}","{1024, 1, 1}","14773.824","34","16384","0","32","40960","16384","3.10747131079219","3.10741213353104","0.998834999032231","1423930","1.90435422336032E-05","0.499832073482418","0","0","1930.61024687989","1","1"
"move","{20, 1, 1}","{1024, 1, 1}","5.184","11","0","0","32","16384","0","0.140950889779512","0.130867111459051","0.824062394684897","35","0.0715410760175744","0.937412271477736","0","0","23.708277059618","1","1"
"getVelocity","{20, 1, 1}","{1024, 1, 1}","14879.264","34","16384","0","32","40960","16384","3.10762436349074","3.10756582096888","0.998776892475735","1423930","1.88383520687153E-05","0.499835131772619","0","0","1916.92935328853","1","1"
"move","{20, 1, 1}","{1024, 1, 1}","5.28","11","0","0","32","16384","0","0.140266272872009","0.129213872032119","0.823857047809144","35","0.0787958545813456","0.940224253438455","0","0","23.2771358211783","1","1"
"getVelocity","{20, 1, 1}","{1024, 1, 1}","14822.784","34","16384","0","32","40960","16384","3.10792444339157","3.10786860977343","0.999306738349882","1423930","1.79649213338128E-05","0.499839615606243","0","0","1924.23339637142","1","1"
"move","{20, 1, 1}","{1024, 1, 1}","5.216","11","0","0","32","16384","0","0.158890583400109","0.144751466901026","0.80288471516032","35","0.0889864974784448","0.938593406483131","0","0","23.5627996164909","1","1"
"getVelocity","{20, 1, 1}","{1024, 1, 1}","14774.4","34","16384","0","32","40960","16384","3.107499346768","3.10744102823683","0.998766624870424","1423930","1.87670292644065E-05","0.499827250926958","0","0","1930.53497942387","1","1"
"move","{20, 1, 1}","{1024, 1, 1}","5.216","11","0","0","32","16384","0","0.169459325431471","0.156454080029056","0.863320067534973","35","0.0767455279861512","0.937474526351316","0","0","23.5627996164909","1","1"
"getVelocity","{20, 1, 1}","{1024, 1, 1}","14876.896","34","16384","0","32","40960","16384","3.1080524321041","3.10799710433493","0.999321412438763","1423930","1.78014272201827E-05","0.499829754078417","0","0","1917.23447668347","1","1"
"move","{20, 1, 1}","{1024, 1, 1}","5.184","11","0","0","32","16384","0","0.158545896908284","0.144944416404602","0.798212902226125","35","0.0857889151905967","0.930712744381786","0","0","23.708277059618","1","1"
"getVelocity","{20, 1, 1}","{1024, 1, 1}","14771.904","34","16384","0","32","40960","16384","3.10786783451092","3.10781158927707","0.999702118268951","1423930","1.80976916820559E-05","0.499835098182437","0","0","1930.86131150469","1","1"
"move","{20, 1, 1}","{1024, 1, 1}","5.216","11","0","0","32","16384","0","0.167150383075886","0.154055652604503","0.866209936852139","35","0.0783410138248848","0.935301564398089","0","0","23.5627996164909","1","1"
"getVelocity","{20, 1, 1}","{1024, 1, 1}","14821.44","34","16384","0","32","40960","16384","3.1079226556991","3.10786780426486","0.999321335074274","1423930","1.76489058176565E-05","0.499837300217211","0","0","1924.40788479392","1","1"
"move","{20, 1, 1}","{1024, 1, 1}","5.216","11","0","0","32","16384","0","0.166897296100518","0.154982979547782","0.78725420774552","35","0.0713871154962275","0.933588630374471","0","0","23.5627996164909","1","1"
"getVelocity","{20, 1, 1}","{1024, 1, 1}","14879.008","34","16384","0","32","40960","16384","3.10789907694366","3.10783981310139","0.998843147454536","1423930","1.90687795207953E-05","0.49983331155975","0","0","1916.96220608256","1","1"
"move","{20, 1, 1}","{1024, 1, 1}","5.216","11","0","0","32","16384","0","0.169838309329818","0.157062923333661","0.795592993417383","35","0.0752208735859962","0.936777427011977","0","0","23.5627996164909","1","1"
"getVelocity","{20, 1, 1}","{1024, 1, 1}","14668.416","34","16384","0","32","40960","16384","3.1080518128103","3.10799567337931","0.99937967276369","1423930","1.80625788661149E-05","0.499832113872226","0","0","1944.48371248811","1","1"
"move","{20, 1, 1}","{1024, 1, 1}","5.216","11","0","0","32","16384","0","0.164713048186248","0.151597184623714","0.863739989477991","35","0.0796285643849125","0.936545746279591","0","0","23.5627996164909","1","1"
"getVelocity","{20, 1, 1}","{1024, 1, 1}","14821.952","34","16384","0","32","40960","16384","3.10787522763653","3.10781551069402","0.998781961856661","1423930","1.92147168521859E-05","0.49983195179441","0","0","1924.34153911317","1","1"
"move","{20, 1, 1}","{1024, 1, 1}","5.152","11","0","0","32","16384","0","0.136885926524383","0.125676069929756","0.824403330249769","35","0.0818919583572424","0.937433633587699","0","0","23.8509316770186","1","1"
"getVelocity","{20, 1, 1}","{1024, 1, 1}","14879.2","34","16384","0","32","40960","16384","3.10816524778315","3.10810925295533","0.999394689348989","1423930","1.80153960158112E-05","0.499824317225878","0","0","1916.93759858982","1","1"
"move","{20, 1, 1}","{1024, 1, 1}","5.184","11","0","0","32","16384","0","0.135995168359403","0.124115538268034","0.830581250862902","35","0.0873533246414602","0.941768682227934","0","0","23.7037037037037","1","1"
"getVelocity","{20, 1, 1}","{1024, 1, 1}","14737.856","34","16384","0","32","40960","16384","3.10792650584801","3.1078693728872","0.999392355120064","1423930","1.83829832201659E-05","0.499839515012912","0","0","1935.32206688151","1","1"
"move","{20, 1, 1}","{1024, 1, 1}","5.248","11","0","0","32","16384","0","0.139766292803857","0.128246967016483","0.819975588000563","35","0.0824184827134196","0.932667333703478","0","0","23.4146341463415","1","1"
"getVelocity","{20, 1, 1}","{1024, 1, 1}","14735.904","34","16384","0","32","40960","16384","3.10737371597733","3.10731446556269","0.998854861477991","1423930","1.90676822474656E-05","0.499837238133921","0","0","1935.57843044977","1","1"
"move","{20, 1, 1}","{1024, 1, 1}","5.248","11","0","0","32","16384","0","0.168913698658741","0.155911770642649","0.852393948383269","35","0.0769737926487556","0.93561729009361","0","0","23.4190966266438","1","1"
"getVelocity","{20, 1, 1}","{1024, 1, 1}","14875.84","34","16384","0","32","40960","16384","3.10820317167082","3.10814672596651","0.999262817242353","1423930","1.81602363793427E-05","0.499827692727864","0","0","1917.37044765203","1","1"
"move","{20, 1, 1}","{1024, 1, 1}","5.312","11","0","0","32","16384","0","0.163450699997999","0.149404051250925","0.801288012399124","35","0.0859381375989554","0.931970696666696","0","0","23.1325301204819","1","1"
"getVelocity","{20, 1, 1}","{1024, 1, 1}","14773.12","34","16384","0","32","40960","16384","3.1077442597294","3.10768555808677","0.998787394416891","1423930","1.88888266625398E-05","0.499830553583541","0","0","1930.70224840792","1","1"
"move","{20, 1, 1}","{1024, 1, 1}","5.248","11","0","0","32","16384","0","0.16223579207559","0.148840176216137","0.871637901077262","35","0.0825688073394495","0.927996192645567","0","0","23.4190966266438","1","1"
"getVelocity","{20, 1, 1}","{1024, 1, 1}","14775.296","34","16384","0","32","40960","16384","3.10792009471893","3.10786358595048","0.999121694142083","1423930","1.81821818853084E-05","0.499837945585694","0","0","1930.41790837896","1","1"
"move","{20, 1, 1}","{1024, 1, 1}","5.184","11","0","0","32","16384","0","0.170319824030022","0.157417232970477","0.860528543783261","35","0.0757550750949001","0.924923780221522","0","0","23.708277059618","1","1"
"getVelocity","{20, 1, 1}","{1024, 1, 1}","14874.464","34","16384","0","32","40960","16384","3.10797236347928","3.10791597653133","0.999268759793791","1423930","1.81426799738766E-05","0.49983482939681","0","0","1917.54781886594","1","1"
"move","{20, 1, 1}","{1024, 1, 1}","5.28","11","0","0","32","16384","0","0.168380650409896","0.155753492285335","0.774876077586207","35","0.0749917409976875","0.936121000924263","0","0","23.2727272727273","1","1"
"getVelocity","{20, 1, 1}","{1024, 1, 1}","14778.048","34","16384","0","32","40960","16384","3.10759070592134","3.10753131838403","0.99882485736544","1423930","1.91104759055392E-05","0.499831113857358","0","0","1930.05842178886","1","1"
"move","{20, 1, 1}","{1024, 1, 1}","5.312","11","0","0","32","16384","0","0.171551077589257","0.158489818444253","0.859016592718653","35","0.0761362699001897","0.930079300402065","0","0","23.1325301204819","1","1"
"getVelocity","{20, 1, 1}","{1024, 1, 1}","14771.68","34","16384","0","32","40960","16384","3.10764333775292","3.10758347522905","0.998811699357792","1423930","1.92629968622164E-05","0.4998295931243","0","0","1930.89046066527","1","1"
"move","{20, 1, 1}","{1024, 1, 1}","5.184","11","0","0","32","16384","0","0.168125584780123","0.155248293308383","0.863775143678161","35","0.0765932888119383","0.925025766934545","0","0","23.708277059618","1","1"
"getVelocity","{20, 1, 1}","{1024, 1, 1}","14667.648","34","16384","0","32","40960","16384","3.10783683514543","3.10778013351214","0.99934216958861","1423930","1.82447265720261E-05","0.499834878936267","0","0","1944.5855259139","1","1"
"move","{20, 1, 1}","{1024, 1, 1}","5.216","11","0","0","32","16384","0","0.168307930624326","0.154905811734115","0.768189545261368","35","0.0796285643849125","0.936339088101022","0","0","23.5627996164909","1","1"
"getVelocity","{20, 1, 1}","{1024, 1, 1}","14823.296","34","16384","0","32","40960","16384","3.10775220543298","3.10769313535438","0.998662405996397","1423930","1.90073322106242E-05","0.499829081690632","0","0","1924.16693291425","1","1"
"move","{20, 1, 1}","{1024, 1, 1}","5.248","11","0","0","32","16384","0","0.161164471729874","0.147869426015777","0.805471367044186","35","0.082493651183747","0.930328277463413","0","0","23.4146341463415","1","1"
"getVelocity","{20, 1, 1}","{1024, 1, 1}","14823.392","34","16384","0","32","40960","16384","3.10799201821056","3.1079363163811","0.999319297107201","1423930","1.79221275776924E-05","0.499832674125256","0","0","1924.15447152716","1","1"
"move","{20, 1, 1}","{1024, 1, 1}","5.28","11","0","0","32","16384","0","0.166055209750333","0.153894774447971","0.874250705748093","35","0.0732312784443525","0.926609488322919","0","0","23.2727272727273","1","1"
"getVelocity","{20, 1, 1}","{1024, 1, 1}","14665.632","34","16384","0","32","40960","16384","3.10792588703448","3.10786903372548","0.999188237950398","1423930","1.82930066757207E-05","0.499836777377257","0","0","1944.85283689104","1","1"
"move","{20, 1, 1}","{1024, 1, 1}","5.184","11","0","0","32","16384","0","0.170877542232294","0.158128436999231","0.865609532538955","35","0.0746096009253904","0.933409004690432","0","0","23.708277059618","1","1"
"getVelocity","{20, 1, 1}","{1024, 1, 1}","14666.24","34","16384","0","32","40960","16384","3.10776494715307","3.10770861852939","0.999156774623325","1423930","1.8125123567794E-05","0.499835389158447","0","0","1944.77234415722","1","1"
"move","{20, 1, 1}","{1024, 1, 1}","5.152","11","0","0","32","16384","0","0.170613710784832","0.15774092461533","0.795367984765319","35","0.0754498926861483","0.927139994022086","0","0","23.8509316770186","1","1"
"getVelocity","{20, 1, 1}","{1024, 1, 1}","14822.912","34","16384","0","32","40960","16384","3.10760056094932","3.10754078108673","0.998796268090837","1423930","1.92366623118686E-05","0.4998337959652","0","0","1924.21690989037","1","1"
"move","{20, 1, 1}","{1024, 1, 1}","5.92","11","0","0","32","16384","0","0.137978447504919","0.125201216240386","0.830719227376143","35","0.0926030948715871","0.93662338474326","0","0","20.7567567567568","1","1"
"getVelocity","{20, 1, 1}","{1024, 1, 1}","14836.448","34","16384","0","32","40960","16384","3.10747877541414","3.10741944457193","0.998813462869398","1423930","1.90929195334393E-05","0.499833920683168","0","0","1922.46122522048","1","1"
"move","{20, 1, 1}","{1024, 1, 1}","5.28","11","0","0","32","16384","0","0.168554278664208","0.155260130030359","0.869382344079542","35","0.0788716177317214","0.936884417562619","0","0","23.2771358211783","1","1"
"getVelocity","{20, 1, 1}","{1024, 1, 1}","14878.848","34","16384","0","32","40960","16384","3.10767021795152","3.10761022192134","0.998865054641241","1423930","1.93057905035732E-05","0.499837455545227","0","0","1916.9829490148","1","1"
"move","{20, 1, 1}","{1024, 1, 1}","5.312","11","0","0","32","16384","0","0.133373257839721","0.121951219512195","0.809234293770376","35","0.0856396440525757","0.927530712125992","0","0","23.1325301204819","1","1"
"getVelocity","{20, 1, 1}","{1024, 1, 1}","14844.096","34","16384","0","32","40960","16384","3.10742343209379","3.10736395569147","0.998850417339447","1423930","1.91401022820599E-05","0.499829385992693","0","0","1921.47073152855","1","1"
"move","{20, 1, 1}","{1024, 1, 1}","5.216","11","0","0","32","16384","0","0.168611939051227","0.155993203153291","0.784720476528772","35","0.0748389228481745","0.939642746110816","0","0","23.5627996164909","1","1"
"getVelocity","{20, 1, 1}","{1024, 1, 1}","14774.144","34","16384","0","32","40960","16384","3.10810055135236","3.10804440080969","0.999267483181746","1423930","1.80658706927141E-05","0.499822163794427","0","0","1930.56843090199","1","1"
"move","{20, 1, 1}","{1024, 1, 1}","5.248","11","0","0","32","16384","0","0.171785653626224","0.158523467134688","0.869188657193824","35","0.0772019444673313","0.923782784061786","0","0","23.4146341463415","1","1"
